epoch,loss,BinaryAccuracy,MSE,Test_loss,Test_BinaryAccuracy,Test_MSE
0,0.2505502495609346,0.5,0.25051746,0.25028503,0.4722222,0.2502526
1,0.2497867861243545,0.5081967,0.2497546,0.24946661,0.4814815,0.24943474
2,0.24897387526074394,0.5163934,0.24894191,0.24860498,0.5601852,0.24857326
3,0.2481268214397743,0.5327869,0.24809484,0.24768554,0.6273148,0.24765359
4,0.24725493080303318,0.60655737,0.24722262,0.24665989,0.6666667,0.24662727
5,0.2461117633053514,0.7295082,0.24607857,0.24552463,0.6875,0.2454908
6,0.2448699232496199,0.6721311,0.2448352,0.24406964,0.7592593,0.24403408
7,0.24336668482569399,0.75409836,0.24332994,0.2423197,0.7893519,0.24228173
8,0.24147115940930414,0.77868855,0.24143162,0.24020699,0.8402778,0.24016576
9,0.23906352920610396,0.76229507,0.23902017,0.23752362,0.900463,0.23747821
10,0.23636596344533514,0.8606557,0.23631822,0.23436251,0.9236111,0.23431177
11,0.2328052227614356,0.8852459,0.23275119,0.23074333,0.9282407,0.23068582
12,0.228924709021068,0.8852459,0.2288634,0.22618975,0.9583333,0.22612399
13,0.2242817834752505,0.93442625,0.22421123,0.22106625,0.9583333,0.22099045
14,0.21875283903762943,0.91803277,0.21867171,0.21537139,0.962963,0.21528363
15,0.21273519098758698,0.93442625,0.21264078,0.20887247,0.9675926,0.20877069
16,0.20594615696883592,0.93442625,0.20583694,0.20139128,0.9699074,0.20127344
17,0.198700127542996,0.93442625,0.19857313,0.19387572,0.9699074,0.19373974
18,0.19106027728221456,0.93442625,0.19091421,0.18512206,0.9722222,0.18496588
19,0.18311728769149938,0.93442625,0.18295002,0.17649497,0.9722222,0.17631692
20,0.1749409286946547,0.93442625,0.17475139,0.16803057,0.9722222,0.16782898
21,0.16701907383613898,0.93442625,0.16680644,0.15924497,0.9722222,0.15901847
22,0.15924273968720046,0.93442625,0.15900406,0.1517321,0.9722222,0.15148006
23,0.1516155466803762,0.93442625,0.15135007,0.14296229,0.9722222,0.14268377
24,0.14464052522280177,0.93442625,0.14434892,0.1359402,0.9722222,0.13563521
25,0.13807246308834825,0.93442625,0.13775435,0.12819573,0.9722222,0.12786385
26,0.13161841706662883,0.93442625,0.13127233,0.12182442,0.9722222,0.121466234
27,0.1259960985940988,0.93442625,0.12562652,0.11627182,0.9722222,0.11588761
28,0.12081407395298363,0.93442625,0.12041892,0.11001337,0.9722222,0.10960342
29,0.11585970659602861,0.93442625,0.11543601,0.10486646,0.9722222,0.10443185
30,0.1116129562380861,0.93442625,0.11116609,0.09968687,0.9722222,0.09922821
31,0.10792984028697991,0.93442625,0.107459135,0.095822476,0.9722222,0.09534124
32,0.10444664356649899,0.93442625,0.10395563,0.09192405,0.9722222,0.09142085
33,0.10132413015502398,0.93442625,0.10081112,0.08883467,0.9722222,0.088310756
34,0.09856196663907317,0.93442625,0.09802996,0.08542711,0.9722222,0.08488307
35,0.09577964539410638,0.93442625,0.09522626,0.08267393,0.9722222,0.08211116
36,0.09371894179675423,0.93442625,0.09314846,0.08036536,0.9722222,0.07978488
37,0.09141629589263534,0.93442625,0.09082788,0.077896185,0.9722222,0.077299036
38,0.08966890505713518,0.93442625,0.08906385,0.076098874,0.9722222,0.07548616
39,0.08801147784488123,0.93442625,0.08739036,0.07408721,0.9722222,0.07345977
40,0.08657879264811512,0.93442625,0.08594274,0.07251324,0.9722222,0.07187201
41,0.08514083454721287,0.93442625,0.08449265,0.07124861,0.9722222,0.070594445
42,0.08384481634272904,0.93442625,0.08318436,0.069739975,0.9722222,0.06907354
43,0.08275204295384102,0.93442625,0.08207869,0.0692028,0.9722222,0.06852486
44,0.0818792245976749,0.93442625,0.081196785,0.067061365,0.9722222,0.066372104
45,0.08093754104414924,0.93442625,0.0802428,0.066105,0.9722222,0.065405525
46,0.07987350333085069,0.93442625,0.07916833,0.06595542,0.9722222,0.06524673
47,0.07921703439969265,0.93442625,0.07850281,0.065304846,0.9722222,0.06458709
48,0.07862238738624776,0.93442625,0.07790026,0.06428725,0.9722222,0.06356092
49,0.07806423956864193,0.93442625,0.077333674,0.06318832,0.9722222,0.06245385
50,0.07735544262973011,0.93442625,0.07661679,0.062869355,0.9722222,0.06212765
51,0.07701489375140823,0.93442625,0.0762712,0.061526313,0.9722222,0.060776938
52,0.07618270469371413,0.93442625,0.075430304,0.061952583,0.9722222,0.061197046
53,0.07594190214256771,0.93442625,0.07518484,0.06098083,0.9722222,0.06021871
54,0.07531011835900975,0.93442625,0.07454408,0.060666274,0.9722222,0.05989846
55,0.07500505093179766,0.93442625,0.07423438,0.05979929,0.9722222,0.059025977
56,0.07454563869682491,0.93442625,0.07377002,0.05968168,0.9722222,0.058903378
57,0.07426793482459959,0.93442625,0.073488146,0.059335828,0.9722222,0.05855275
58,0.07396100664541858,0.93442625,0.07317596,0.05859285,0.9722222,0.057805005
59,0.07368102621622995,0.93442625,0.07289001,0.05819892,0.9722222,0.057406656
60,0.07340081313197486,0.93442625,0.07260811,0.058050465,0.9722222,0.057254102
61,0.07308213268483027,0.93442625,0.07228333,0.058118306,0.9722222,0.05731821
62,0.07273149554480295,0.93442625,0.07192832,0.057659462,0.9722222,0.05685577
63,0.07260195880395467,0.93442625,0.071795434,0.05734321,0.9722222,0.05653615
64,0.07232964009840469,0.93442625,0.0715202,0.057454944,0.9722222,0.05664482
65,0.07213676117788084,0.93442625,0.07132567,0.056621876,0.9722222,0.055808373
66,0.07187858120858913,0.93442625,0.07106339,0.057618495,0.9722222,0.05680304
67,0.07182865565428968,0.93442625,0.07101212,0.05782117,0.9722222,0.05700317
68,0.07173519084596487,0.93442625,0.07091675,0.05690788,0.9722222,0.056086928
69,0.07147176750004292,0.93442625,0.070650086,0.056238633,0.9722222,0.055414706
70,0.0713485009189634,0.93442625,0.070523836,0.056374278,0.9722222,0.055548146
71,0.07118929798913295,0.93442625,0.07036223,0.056535006,0.9722222,0.05570674
72,0.07108817416716551,0.93442625,0.07026038,0.055929717,0.9722222,0.05509898
73,0.07085371942671596,0.93442625,0.07002217,0.055834737,0.9722222,0.055002064
74,0.0707705845659385,0.93442625,0.0699368,0.055858664,0.9722222,0.055024385
75,0.07065836434847995,0.93442625,0.06982327,0.0557541,0.9722222,0.054918237
76,0.07045506123361774,0.93442625,0.06961733,0.056674123,0.9722222,0.055837292
77,0.07036062137636005,0.93442625,0.06952212,0.057314396,0.9722222,0.056476466
78,0.07042034856639191,0.93442625,0.06958147,0.057477552,0.9722222,0.05663816
79,0.07028784259359856,0.93442625,0.06944583,0.056643546,0.9722222,0.05580259
80,0.07031611159260644,0.93442625,0.06947607,0.05615504,0.9722222,0.05531243
81,0.07025934067234153,0.93442625,0.06941664,0.056004927,0.9722222,0.05516075
82,0.07006480639464542,0.93442625,0.069220945,0.055478133,0.9722222,0.054632716
83,0.06990910805456463,0.93442625,0.06906381,0.055440232,0.9722222,0.054593895
84,0.06988805061450502,0.93442625,0.06904093,0.055374444,0.9722222,0.054527145
85,0.06990455709336722,0.93442625,0.06905632,0.055885818,0.9722222,0.055037677
86,0.06972417154456259,0.93442625,0.06887374,0.05563349,0.9722222,0.05478445
