epoch,loss,BinaryAccuracy,MSE,Test_loss,Test_BinaryAccuracy,Test_MSE
41,0.06749436176824765,0.93442625,0.06749437,0.05218141,0.9722222,0.05218141
42,0.06648608312377187,0.93442625,0.066486076,0.05109221,0.9722222,0.051092207
43,0.06566133804344496,0.93442625,0.06566133,0.050774246,0.9722222,0.05077425
44,0.06491955359786993,0.93442625,0.06491955,0.049106862,0.9722222,0.049106862
45,0.0641932996967044,0.93442625,0.0641933,0.048464306,0.9722222,0.048464306
46,0.06331675938238986,0.93442625,0.06331676,0.048642404,0.9722222,0.048642408
47,0.0628004438476637,0.93442625,0.06280045,0.04811286,0.9722222,0.04811286
48,0.06221814179644141,0.93442625,0.06221814,0.047557928,0.9722222,0.047557924
49,0.06188271893951736,0.93442625,0.06188272,0.046785213,0.9722222,0.046785213
50,0.06118023921506571,0.93442625,0.061180238,0.046609066,0.9722222,0.046609066
51,0.06082949313892388,0.93442625,0.06082949,0.045502152,0.9722222,0.045502152
52,0.060167675669930996,0.93442625,0.060167678,0.04596323,0.9722222,0.045963228
53,0.059760413127836816,0.93442625,0.059760414,0.045191526,0.9722222,0.04519153
54,0.05933558359192532,0.93442625,0.05933558,0.045419216,0.9722222,0.045419216
55,0.05901576056847441,0.93442625,0.059015762,0.044852726,0.9722222,0.044852722
56,0.05857107013685354,0.93442625,0.058571074,0.044755533,0.9722222,0.044755533
57,0.058201377428915416,0.93442625,0.058201384,0.04440781,0.9722222,0.04440781
58,0.05789514859283312,0.93442625,0.05789515,0.04376039,0.9722222,0.043760385
59,0.05762762407921102,0.93442625,0.057627622,0.04352937,0.9722222,0.04352937
60,0.057217065874700906,0.93442625,0.05721706,0.043449495,0.9722222,0.043449495
61,0.05698143212281198,0.93442625,0.05698143,0.04373386,0.9722222,0.043733858
62,0.05662122120905179,0.93442625,0.056621227,0.043584514,0.9722222,0.043584518
63,0.05643756757490337,0.93442625,0.05643757,0.04348204,0.9722222,0.043482043
64,0.05612160953918289,0.93442625,0.056121606,0.043660134,0.9699074,0.043660134
65,0.05582052962062499,0.93442625,0.055820532,0.04286463,0.9722222,0.04286463
66,0.05561947308912049,0.93442625,0.055619475,0.044057574,0.9699074,0.044057574
67,0.055349737722102214,0.93442625,0.055349737,0.04433087,0.9699074,0.044330873
68,0.055110090134520326,0.93442625,0.05511009,0.043427773,0.9699074,0.043427773
69,0.054813473531212964,0.94262296,0.054813474,0.04270102,0.9699074,0.042701017
70,0.05470130992476012,0.94262296,0.05470131,0.043016225,0.9699074,0.04301623
71,0.05451550346238111,0.94262296,0.054515503,0.043229587,0.9675926,0.04322959
72,0.05421587285183973,0.94262296,0.05421588,0.042500257,0.9699074,0.042500257
73,0.05409867843311494,0.94262296,0.054098677,0.042658266,0.9675926,0.042658266
74,0.05385858524728139,0.93442625,0.053858586,0.043169383,0.9675926,0.043169383
75,0.05373384089201506,0.94262296,0.053733837,0.043047324,0.9675926,0.04304732
76,0.05347571363310009,0.93442625,0.053475715,0.04432702,0.9652778,0.044327024
77,0.05319550741639477,0.94262296,0.053195503,0.04505482,0.9652778,0.04505482
78,0.053209741334106435,0.94262296,0.053209748,0.04528063,0.9652778,0.045280635
79,0.0530355126715311,0.94262296,0.053035513,0.04494458,0.9652778,0.044944584
80,0.05293609479110169,0.94262296,0.052936092,0.043822043,0.9652778,0.043822043
81,0.05279645142021406,0.94262296,0.05279645,0.04338266,0.9652778,0.04338266
82,0.05256816669516113,0.94262296,0.052568167,0.04306054,0.9652778,0.043060545
83,0.05228411167913467,0.94262296,0.05228411,0.04324767,0.9652778,0.04324767
84,0.052275621522595864,0.94262296,0.05227562,0.043395545,0.9652778,0.043395545
85,0.05222245750063267,0.94262296,0.05222246,0.044331834,0.9606481,0.044331834
86,0.05203245906731816,0.94262296,0.052032463,0.044031903,0.9606481,0.044031903
87,0.051684748823181956,0.94262296,0.051684752,0.042587414,0.9652778,0.042587414
88,0.051589960199933435,0.94262296,0.051589962,0.04189983,0.9652778,0.041899834
89,0.051434257270989665,0.94262296,0.05143426,0.043298546,0.962963,0.043298542
90,0.051274865555584616,0.94262296,0.05127487,0.04291741,0.962963,0.04291741
91,0.05116439437003211,0.94262296,0.0511644,0.04198756,0.9652778,0.04198756
92,0.051232508059255166,0.94262296,0.051232506,0.042261552,0.9652778,0.04226155
93,0.050985784736007726,0.94262296,0.050985787,0.0424848,0.962963,0.042484798
94,0.050963147634022,0.94262296,0.050963145,0.042609595,0.962963,0.042609595
95,0.050931561454848125,0.94262296,0.050931565,0.042666283,0.9606481,0.042666283
96,0.050724601843031736,0.94262296,0.0507246,0.0429211,0.9606481,0.042921104
97,0.05065190939773752,0.94262296,0.050651904,0.042926677,0.9606481,0.042926677
98,0.050545400201312464,0.94262296,0.050545406,0.04294856,0.9606481,0.04294856
99,0.05056855985016913,0.94262296,0.05056857,0.0423242,0.9606481,0.042324197
