epoch,loss,BinaryAccuracy,MSE,Test_loss,Test_BinaryAccuracy,Test_MSE
0,0.24894545923490993,0.59016395,0.24894547,0.24865462,0.6111111,0.24865462
1,0.24844046059201974,0.55737704,0.24844046,0.24818592,0.6226852,0.24818592
2,0.24776026630987885,0.60655737,0.24776027,0.24753344,0.6435185,0.24753344
3,0.24690755981890883,0.59836066,0.24690756,0.24669059,0.6712963,0.24669059
4,0.24590832068294774,0.6885246,0.24590832,0.24560049,0.6898148,0.24560049
5,0.2444907241180295,0.75409836,0.24449071,0.24424513,0.7013889,0.24424511
6,0.2428325045792783,0.73770493,0.24283253,0.24241616,0.7361111,0.24241614
7,0.24074442928931752,0.8032787,0.24074444,0.24010612,0.7615741,0.24010612
8,0.23804415542571272,0.8278689,0.23804416,0.23719361,0.7893519,0.23719361
9,0.23459351502481054,0.8032787,0.2345935,0.23342542,0.8148148,0.23342542
10,0.2305634239169418,0.852459,0.23056343,0.22886933,0.8356481,0.22886932
11,0.2253409870823876,0.8442623,0.22534098,0.22358586,0.8518519,0.22358584
12,0.21954761103528445,0.8852459,0.21954763,0.21698497,0.8773148,0.21698499
13,0.21269100073908195,0.8852459,0.21269102,0.2095831,0.8912037,0.20958309
14,0.20470799139288606,0.86885244,0.20470798,0.20143805,0.9050926,0.20143805
15,0.19616221844172868,0.8852459,0.19616221,0.19238111,0.9212963,0.19238111
16,0.18685400119570436,0.90983605,0.18685402,0.18214932,0.9282407,0.18214932
17,0.17725022112736938,0.90983605,0.17725022,0.17240487,0.9305556,0.17240489
18,0.16762700127285035,0.90983605,0.167627,0.16117817,0.9490741,0.16117817
19,0.15800446143648664,0.92622954,0.15800443,0.15084122,0.9490741,0.1508412
20,0.14854605905100948,0.92622954,0.14854608,0.14091127,0.9490741,0.14091127
21,0.1397396362707263,0.92622954,0.13973963,0.13109276,0.9513889,0.13109276
22,0.13156678087887216,0.93442625,0.13156678,0.12316739,0.9675926,0.123167396
23,0.12381194959409901,0.93442625,0.12381195,0.11389554,0.9722222,0.113895535
24,0.11700425400841431,0.93442625,0.11700425,0.10692534,0.9722222,0.10692533
25,0.11074667796492577,0.93442625,0.11074669,0.09930938,0.9722222,0.09930938
26,0.10484022424235696,0.93442625,0.10484022,0.093353406,0.9722222,0.0933534
27,0.0997652527189157,0.93442625,0.099765256,0.08817373,0.9722222,0.08817373
28,0.09521677787797372,0.93442625,0.09521679,0.08262731,0.9722222,0.08262731
29,0.09120210025032036,0.93442625,0.0912021,0.078154385,0.9722222,0.078154385
30,0.08767538426108047,0.93442625,0.087675385,0.07359627,0.9722222,0.07359627
31,0.08473835174055373,0.93442625,0.08473835,0.07042714,0.9722222,0.07042714
32,0.08181029771927928,0.93442625,0.0818103,0.06716894,0.9722222,0.06716894
33,0.07940142239886717,0.93442625,0.079401426,0.06480056,0.9722222,0.06480056
34,0.07718716802258717,0.93442625,0.07718717,0.062018324,0.9722222,0.062018324
35,0.07516511941908813,0.93442625,0.07516512,0.05981167,0.9722222,0.059811674
36,0.07354661312381752,0.93442625,0.0735466,0.058203295,0.9722222,0.0582033
37,0.07186382166186317,0.93442625,0.07186382,0.056396537,0.9722222,0.056396537
38,0.07055574954014088,0.93442625,0.07055574,0.055101853,0.9722222,0.055101853
39,0.06936738096544,0.93442625,0.06936739,0.053788655,0.9722222,0.053788655
40,0.06829008432944901,0.93442625,0.06829008,0.052684315,0.9722222,0.052684315
41,0.06711363229045614,0.93442625,0.06711362,0.052017123,0.9722222,0.052017123
42,0.06614283606654307,0.93442625,0.066142835,0.050976373,0.9722222,0.050976373
43,0.06534767607379643,0.93442625,0.06534768,0.05073762,0.9722222,0.05073762
44,0.06463924103004277,0.93442625,0.06463924,0.0490741,0.9722222,0.0490741
45,0.06392627658291919,0.93442625,0.06392628,0.048475266,0.9722222,0.04847526
