epoch,loss,BinaryAccuracy,MSE,Val_loss,Val_BinaryAccuracy,Val_MSE
0,0.2501521843378661,0.48360655,0.2501255,0.2495094,0.537037,0.249483
1,0.24974846278057725,0.52459013,0.24972214,0.24912402,0.5671296,0.249098
2,0.2492951311048914,0.5327869,0.24926914,0.24867687,0.5787037,0.248651
3,0.24878713342009998,0.48360655,0.24876118,0.24816309,0.6018519,0.24813716
4,0.24828987531974667,0.5163934,0.24826391,0.24756557,0.6087963,0.24753931
5,0.24754309922945303,0.63114756,0.24751645,0.24688132,0.6087963,0.24685442
6,0.24676902152475763,0.5491803,0.24674158,0.24595983,0.6388889,0.24593195
7,0.24582403824954738,0.59016395,0.24579552,0.24483347,0.6666667,0.24480413
8,0.2445679380268347,0.6639344,0.24453746,0.2434339,0.6921296,0.24340254
9,0.24294251105824455,0.6557377,0.24290968,0.2416083,0.7847222,0.24157433
10,0.24111073256516066,0.72131145,0.24107507,0.23940794,0.8217593,0.2393705
11,0.2385797481067845,0.8196721,0.23854007,0.23682189,0.8472222,0.2367799
12,0.2357935306967282,0.852459,0.23574902,0.23347098,0.8819444,0.23342335
13,0.23233214265010396,0.8442623,0.23228128,0.22954553,0.9097222,0.2294908
14,0.22801138607204938,0.8442623,0.22795272,0.22498277,0.9259259,0.22491932
15,0.22310175539040175,0.852459,0.22303323,0.21954055,0.9398148,0.2194665
16,0.2172405277607871,0.90163934,0.21716054,0.21304348,0.9467593,0.21295679
17,0.21077565311408433,0.8852459,0.21068129,0.20605053,0.9513889,0.20594901
18,0.2034941110454622,0.91803277,0.20338367,0.19773445,0.9513889,0.19761582
19,0.1956797419268577,0.91803277,0.19555125,0.18906389,0.9490741,0.18892595
20,0.18725489409732038,0.90983605,0.18710673,0.18021794,0.9560185,0.18005858
21,0.178796614291238,0.92622954,0.17862731,0.17084327,0.9583333,0.17066054
22,0.1702913240086837,0.90983605,0.17009693,0.16245732,0.9652778,0.16225013
23,0.16176981228541154,0.92622954,0.16154976,0.15286773,0.962963,0.15263455
24,0.15382920901794903,0.92622954,0.15358327,0.14484322,0.9675926,0.14458373
25,0.1462466941505182,0.93442625,0.1459741,0.13615465,0.9675926,0.13586797
26,0.13880426723693237,0.93442625,0.13850302,0.12879847,0.9699074,0.12848492
27,0.1321659954112084,0.93442625,0.13184057,0.12235659,0.9722222,0.12201629
28,0.12610047017453146,0.93442625,0.12574886,0.11517896,0.9722222,0.114811756
29,0.12022241559184965,0.93442625,0.11984093,0.10914666,0.9722222,0.10875357
30,0.11520027998285215,0.93442625,0.11479439,0.10315635,0.9722222,0.10273785
31,0.11081585726227428,0.93442625,0.11038466,0.09864318,0.9722222,0.09820082
32,0.10667437977600293,0.93442625,0.10622158,0.0940468,0.9722222,0.09358103
33,0.10299709069802136,0.93442625,0.10252082,0.09043957,0.9722222,0.089951694
34,0.09973887007561374,0.93442625,0.09924233,0.086489886,0.9722222,0.08598043
35,0.0964691660931853,0.93442625,0.09594971,0.08327094,0.9722222,0.082741365
36,0.09405052796250483,0.93442625,0.093512595,0.08056255,0.9722222,0.08001391
37,0.091378834923027,0.93442625,0.09082161,0.07769517,0.9722222,0.077128574
38,0.08936918655135592,0.93442625,0.088794105,0.07563515,0.9722222,0.075051844
39,0.08746949174120779,0.93442625,0.08687717,0.073282234,0.9722222,0.07268307
40,0.08584696368970832,0.93442625,0.08523862,0.07149208,0.9722222,0.07087816
41,0.08422838836969411,0.93442625,0.08360707,0.07006279,0.9722222,0.06943503
42,0.08277080501200723,0.93442625,0.082136266,0.06835874,0.9722222,0.06771789
43,0.08156994556183697,0.93442625,0.08092185,0.067756064,0.9722222,0.06710293
44,0.0805909800358483,0.93442625,0.07993303,0.0653576,0.9722222,0.064692415
45,0.0795862146760108,0.93442625,0.078915276,0.06429352,0.9722222,0.0636175
46,0.07843438304243151,0.93442625,0.07775229,0.06410925,0.9722222,0.063423544
47,0.07773139659834445,0.93442625,0.077039875,0.06341015,0.9722222,0.06271493
48,0.0771206258299959,0.93442625,0.07642094,0.062296923,0.9722222,0.061592687
49,0.0765251254235379,0.93442625,0.07581656,0.06110508,0.9722222,0.06039232
50,0.07578992077195254,0.93442625,0.07507279,0.060755793,0.9722222,0.060035545
51,0.07543003458346499,0.93442625,0.07470765,0.059337888,0.9722222,0.05860971
52,0.07458470693071846,0.93442625,0.07385336,0.059793945,0.9722222,0.059059445
53,0.0743523450400375,0.93442625,0.07361624,0.058771938,0.9722222,0.058030676
54,0.07370942759281787,0.93442625,0.072964035,0.058423925,0.9722222,0.05767683
55,0.07341627428521875,0.93442625,0.072666295,0.057513263,0.9722222,0.056760546
56,0.07295993874307538,0.93442625,0.07220494,0.05742199,0.9722222,0.056664236
57,0.0726961010731146,0.93442625,0.07193697,0.057090543,0.9722222,0.05632798
58,0.07239902062249966,0.93442625,0.07163457,0.056329884,0.9722222,0.055562533
59,0.07212667233219035,0.93442625,0.0713561,0.055905256,0.9722222,0.055133455
60,0.07186629661725315,0.93442625,0.07109414,0.055778205,0.9722222,0.05500232
61,0.07155796535862763,0.93442625,0.07077969,0.055845212,0.9722222,0.055065613
62,0.07121793526514876,0.93442625,0.0704352,0.055337057,0.9722222,0.054553878
63,0.07111129966243858,0.93442625,0.07032534,0.05505133,0.9722222,0.054264847
64,0.070847351619302,0.93442625,0.070058405,0.05515068,0.9722222,0.05436121
65,0.07067078892065243,0.93442625,0.06988036,0.0543276,0.9722222,0.05353482
66,0.07043370817497861,0.93442625,0.06963936,0.05537904,0.9722222,0.05458445
67,0.07041025680840993,0.93442625,0.06961466,0.05559675,0.9722222,0.054799706
68,0.07033418810193534,0.93442625,0.06953675,0.054668143,0.9722222,0.053868193
69,0.07008289237369279,0.93442625,0.06928224,0.05399326,0.9722222,0.053190403
70,0.06997943451231131,0.93442625,0.06917581,0.054137822,0.9722222,0.053332854
71,0.06984217271788931,0.93442625,0.06903638,0.05432175,0.9722222,0.05351475
